Fund Holdings as of,"17/Oct/2018"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Country,Market Currency
"BNR","BRENNTAG AG","Equity","0.19","47.38","62,270","2,950,353","2,950,352.60","Industrials","DE000A1DAHH0","Xetra","Germany","EUR"
"HNR1","HANNOVER RUECK","Equity","0.18","118.50","24,336","2,883,816","2,883,816.00","Financials","DE0008402215","Xetra","Germany","EUR"
"SAB","BANCO DE SABADELL SA","Equity","0.18","1.26","2,282,052","2,879,950","2,879,949.62","Financials","ES0113860A34","Bolsa De Madrid","Spain","EUR"
"QIA","QIAGEN NV","Equity","0.18","30.47","92,558","2,820,242","2,820,242.26","Health Care","NL0012169213","Deutsche Boerse Xetra","Germany","EUR"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Equity","0.18","88.84","31,433","2,792,508","2,792,507.72","Communication","FR0000054470","Nyse Euronext - Euronext Paris","France","EUR"
"GRF","GRIFOLS SA CLASS A","Equity","0.18","22.76","122,133","2,779,747","2,779,747.08","Health Care","ES0171996087","Bolsa De Madrid","Spain","EUR"
"AKE","ARKEMA","Equity","0.18","97.06","28,419","2,758,348","2,758,348.14","Materials","FR0010313833","Nyse Euronext - Euronext Paris","France","EUR"
"TEN","TENARIS SA","Equity","0.18","14.21","194,047","2,756,438","2,756,437.64","Energy","LU0156801721","Borsa Italiana","Italy","EUR"
"SK3","SMURFIT KAPPA GROUP PLC","Equity","0.17","29.76","91,411","2,720,391","2,720,391.36","Materials","IE00B1RR8406","Irish Stock Exchange - All Market","Ireland","EUR"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Equity","0.17","81.80","33,073","2,705,371","2,705,371.40","Financials","BE0003797140","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"SCR","SCOR","Equity","0.17","40.93","66,040","2,703,017","2,703,017.20","Financials","FR0010411983","Nyse Euronext - Euronext Paris","France","EUR"
"WRT1V","WARTSILA","Equity","0.17","14.79","179,915","2,660,043","2,660,043.27","Industrials","FI0009003727","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"PPB","PADDY POWER BETFAIR PLC","Equity","0.16","74.90","34,344","2,572,366","2,572,365.60","Consumer Discretionary","IE00BWT6H894","Irish Stock Exchange - All Market","Ireland","EUR"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Equity","0.16","4.51","562,759","2,539,169","2,539,168.61","Utilities","IT0003242622","Borsa Italiana","Italy","EUR"
"BIRG","BANK OF IRELAND GROUP PLC","Equity","0.16","6.42","392,253","2,520,226","2,520,225.52","Financials","IE00BD1RP616","Irish Stock Exchange - All Market","Ireland","EUR"
"ALO","ALSTOM SA","Equity","0.16","38.17","64,901","2,477,271","2,477,271.17","Industrials","FR0010220475","Nyse Euronext - Euronext Paris","France","EUR"
"LI","KLEPIERRE REIT SA","Equity","0.16","29.62","83,307","2,467,553","2,467,553.34","Real Estate","FR0000121964","Nyse Euronext - Euronext Paris","France","EUR"
